id,name,type,visible,gender,password,password_tip,rating,reviews,location_type,address,road_address,location_tip,city,longitude,latitude,modified_at,created_at,paper,towel,soap,powder_room,hand_dry,vending,diaper,bell,mon,tue,wed,thu,fri,sat,sun,urinal,child_urinal,disable_urinal,seat,child_seat,disable_seat,washbasin
774,말죽거리주유소,0,True,True,False,,0,0,주유소·충전소,서울 서초구 양재동 2-39,서울 서초구 남부순환로 2650,,서울특별시,127.040657880963,37.4852151024163,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
775,민방위교육장,0,True,True,False,,0,0,공공용시설,서울 관악구 신림동 737,서울 관악구 문성로16다길 135,,서울특별시,126.911239940079,37.469306936341,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 17, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 4]","[0, 0, 0]","[0, 1, 0]","[0, 0, 0]"
776,한신아파트 앞,0,True,True,False,,0,0,기타,서울 금천구 독산동 719-14,서울 금천구 안양천서자전거길 1238,,서울특별시,126.889223637183,37.4591073723286,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
777,충정로역(5),0,True,True,False,,0,0,교통시설,서울 서대문구 충정로3가 248-1,서울 서대문구 충정로 지하 28-1,,서울특별시,126.963312913695,37.560794839412,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 1, 0]","[0, 0, 0]","[0, 2, 5]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
778,센트럴 푸르지오 안,0,True,True,False,,,,,서울 강남구 역삼동 825-20,서울특별시 강남구 테헤란로4길 6,,,127.02931477082547,37.497733724415646,2024-03-06 23:46:33,2024-03-06 23:46:33,True,False,True,False,True,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[1, 2, 0]","[0, 1, 0]","[0, 0, 0]","[1, 1, 0]","[0, 0, 0]","[0, 0, 0]","[1, 2, 0]"
779,서룰개인택시조합 복지공릉 충전소 개방화장실,0,True,True,False,,0,0,공공용시설,서울 노원구 공릉동 26-69,서울 노원구 화랑로 826,,서울특별시,127.109652172998,37.6389357678347,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
780,한아름공원 공중화장실,0,True,True,False,,0,0,관광·체육시설,서울 광진구 화양동 12-55,서울 광진구 군자로3길 15,,서울특별시,127.070468457041,37.5443228729324,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
781,영동테크노타워,0,True,True,False,,0,0,기타,서울 성동구 성수동2가 300-4,서울 성동구 아차산로 103,,서울특별시,127.055814549422,37.545048444535,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
782,서초구청,0,True,True,False,,0,0,공공용시설,서울 서초구 서초동 1376-3,서울 서초구 남부순환로 2584,,서울특별시,127.032683002019,37.4836248649455,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 36, 0]","[0, 0, 0]","[0, 4, 0]","[0, 36, 45]","[0, 0, 0]","[0, 2, 3]","[0, 0, 0]"
783,사당5동 주민센터,0,True,True,False,,0,0,공공용시설,서울 동작구 사당동 228-11,서울 동작구 사당로2가길 219,,서울특별시,126.966979167592,37.4856627619896,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 1]","[0, 0, 0]"
784,도원빌딩 화장실,0,True,True,False,,0,0,기타,서울 마포구 도화동 292-20,서울 마포구 마포대로 34,,서울특별시,126.946151540413,37.539260435206,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
785,신월5동주민센터,0,True,True,False,,0,0,공공용시설,서울 양천구 신월동 52-2,서울 양천구 화곡로4길 10,,서울특별시,126.82717428618,37.5385821309704,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 12, 0]","[0, 1, 0]","[0, 1, 0]","[0, 10, 17]","[0, 1, 1]","[0, 1, 1]","[0, 0, 0]"
786,청계산 천개사 앞 화장실,0,True,True,False,,0,0,공공용시설,서울 서초구 원지동 420-2,,,서울특별시,127.054934172171,37.4422086402314,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
787,여의천(새원천 합류부),0,True,True,False,,0,0,공공용시설,서울 서초구 신원동 512-13,,,서울특별시,127.051172646032,37.4564630150462,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 2]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
788,명동주민센터,0,True,True,False,,0,0,공공용시설,서울 중구 남산동2가 9-6,서울 중구 퇴계로20길 3,,서울특별시,126.985818393122,37.5600478958266,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
789,영등포시장역 화장실(2),0,True,True,False,,0,0,공공용시설,서울 영등포구 영등포동5가 62-1,서울 영등포구 양산로 지하 200,,서울특별시,126.904959169819,37.5227345248969,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '05:00', 'close': '12:00'}","{'open': '05:00', 'close': '12:00'}","{'open': '05:00', 'close': '12:00'}","{'open': '05:00', 'close': '12:00'}","{'open': '05:00', 'close': '12:00'}","{'open': '05:00', 'close': '12:00'}","{'open': '05:00', 'close': '12:00'}","[0, 4, 0]","[0, 1, 0]","[0, 1, 0]","[0, 5, 10]","[0, 0, 1]","[0, 1, 1]","[0, 0, 0]"
790,방화6종합사회복지관 1층 화장실,0,True,True,False,,0,0,공공용시설,서울 강서구 방화동 816,서울 강서구 금낭화로23길 25,,서울특별시,126.811204295259,37.5781389708793,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
791,구의1동주민센터,0,True,True,False,,0,0,공공용시설,서울 광진구 구의동 237-6,서울 광진구 광나루로36길 56,,서울특별시,127.085677335897,37.5424132407312,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
792,시설녹지(신정3호),0,True,True,False,,0,0,기타,서울 양천구 신정동 1032-14,서울 양천구 중앙로 248,,서울특별시,126.853775397684,37.5187226126023,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 3]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
793,광장시장 동문 앞 공중화장실,0,True,True,False,,0,0,공공용시설,서울 종로구 종로5가 398-2,서울 종로구 동호로 401,,서울특별시,127.001666240298,37.5701966555827,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
794,롯데마트,0,True,True,False,,0,0,기타,서울 강북구 미아동 1359,서울 강북구 삼양로 247,,서울특별시,127.017747047824,37.6255182619776,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","{'open': '10:30', 'close': '20:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 5]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]"
795,발산119안전센터,0,True,True,False,,0,0,공공용시설,서울 강서구 내발산동 667-1,서울 강서구 강서로 329,,서울특별시,126.836860953088,37.555261129542,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 3, 0]","[0, 0, 0]"
796,안암동 공중화장실,0,True,True,False,,0,0,공공용시설,서울 성북구 안암동2가 140-3,서울 성북구 고려대로8길 7-2,,서울특별시,127.021409227125,37.5854903640701,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 1]","[0, 0, 0]"
797,정릉역 여객화장실,0,True,True,False,,0,0,교통시설,서울 성북구 정릉동 966-330,서울 성북구 아리랑로 지하 122,,서울특별시,127.013496185509,37.6026876819314,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 9]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
798,오륜동주민센터,0,True,True,False,,0,0,공공용시설,서울 송파구 방이동 89-10,서울 송파구 양재대로 1232,,서울특별시,127.134274032134,37.5155572540216,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","{'open': '영업시간 내', 'close': '영업시간 내'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
799,독산근린공원,0,True,True,False,,0,0,관광·체육시설,서울 금천구 독산동 1086,서울 금천구 범안로 1096,,서울특별시,126.884143444726,37.4636741435755,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
800,SK방이주유소,0,True,True,False,,0,0,주유소·충전소,서울 송파구 방이동 132-1,서울 송파구 위례성대로12길 38,,서울특별시,127.120691625554,37.510697303932,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
801,동일석유(주)동주충전소,0,True,True,False,,0,0,주유소·충전소,서울 동작구 대방동 334,서울 동작구 상도로 74,,서울특별시,126.928763307943,37.4993638236521,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
802,훈련원공원주차장 지하 1층 동측,0,True,True,False,,0,0,기타,서울 중구 을지로5가 40-3,서울 중구 을지로 227,,서울특별시,127.004389310038,37.5669291250632,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 4]","[0, 0, 0]","[0, 0, 1]","[0, 0, 0]"
803,습지원약수터,0,True,True,False,,0,0,공공용시설,서울 강남구 개포동 산 53-42,,,서울특별시,127.070879141555,37.4737903683231,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
804,영등포제2스포츠센터 3층화장실,0,True,True,False,,0,0,관광·체육시설,서울 영등포구 당산동4가 96-1,서울 영등포구 국회대로 615,,서울특별시,126.902731373207,37.5266924348156,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","{'open': '06:00', 'close': '22:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
